skill_id,name,unlock_level,type,rank,description,power_coefficient,cooldown_s,resource_cost,hitbox,cc_status,threat,pvp_rule,implementation_note
SKL_BER_007,Skullsplitter,18,Active,2,Armor break,2.0,11.7,26,2.5m,Armor -15% 8s,150 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_007,Skullsplitter,18,Active,3,Armor break,2.2,11.4,26,2.5m,Armor -15% 8s,150 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_007,Skullsplitter,18,Active,4,Armor break,2.39,11.1,27,2.5m,Armor -15% 8s,150 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_007,Skullsplitter,18,Active,5,Armor break,2.59,10.8,28,2.5m,Armor -15% 8s,150 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_008,Blood Pact,24,Active,1,Self buff,0.0,40.0,0,Self,Lifesteal +12%,0 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_008,Blood Pact,24,Active,2,Self buff,0.0,39.0,0,Self,Lifesteal +12%,0 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_008,Blood Pact,24,Active,3,Self buff,0.0,38.0,0,Self,Lifesteal +12%,0 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_008,Blood Pact,24,Active,4,Self buff,0.0,37.0,0,Self,Lifesteal +12%,0 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_008,Blood Pact,24,Active,5,Self buff,0.0,36.0,0,Self,Lifesteal +12%,0 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_009,Titanbreaker Leap,30,Active,1,Leap AoE,2.05,18.0,35,4m impact,Stun 1s,180 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_009,Titanbreaker Leap,30,Active,2,Leap AoE,2.28,17.6,36,4m impact,Stun 1s,180 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_009,Titanbreaker Leap,30,Active,3,Leap AoE,2.5,17.1,37,4m impact,Stun 1s,180 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_009,Titanbreaker Leap,30,Active,4,Leap AoE,2.73,16.7,38,4m impact,Stun 1s,180 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_009,Titanbreaker Leap,30,Active,5,Leap AoE,2.95,16.2,39,4m impact,Stun 1s,180 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_010,Chain of Carnage,38,Active,1,Multi-hit cleave,2.4,24.0,45,5m chain,Bleed refresh,150 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_010,Chain of Carnage,38,Active,2,Multi-hit cleave,2.66,23.4,46,5m chain,Bleed refresh,150 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_010,Chain of Carnage,38,Active,3,Multi-hit cleave,2.93,22.8,48,5m chain,Bleed refresh,150 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_010,Chain of Carnage,38,Active,4,Multi-hit cleave,3.19,22.2,49,5m chain,Bleed refresh,150 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_010,Chain of Carnage,38,Active,5,Multi-hit cleave,3.46,21.6,50,5m chain,Bleed refresh,150 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_011,Unyielding Frenzy,50,Active,1,Burst mode,0.0,60.0,50,Self,"AS +25%, Rage gain +35%",0 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_011,Unyielding Frenzy,50,Active,2,Burst mode,0.0,58.5,52,Self,"AS +25%, Rage gain +35%",0 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_011,Unyielding Frenzy,50,Active,3,Burst mode,0.0,57.0,53,Self,"AS +25%, Rage gain +35%",0 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_011,Unyielding Frenzy,50,Active,4,Burst mode,0.0,55.5,55,Self,"AS +25%, Rage gain +35%",0 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_011,Unyielding Frenzy,50,Active,5,Burst mode,0.0,54.0,56,Self,"AS +25%, Rage gain +35%",0 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_012,Execution Storm,68,Ultimate,1,Execute AoE,3.2,28.0,60,5m circle,Bonus under 30% HP,180 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_012,Execution Storm,68,Ultimate,2,Execute AoE,3.55,27.3,62,5m circle,Bonus under 30% HP,180 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_012,Execution Storm,68,Ultimate,3,Execute AoE,3.9,26.6,64,5m circle,Bonus under 30% HP,180 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_012,Execution Storm,68,Ultimate,4,Execute AoE,4.26,25.9,65,5m circle,Bonus under 30% HP,180 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_BER_012,Execution Storm,68,Ultimate,5,Execute AoE,4.61,25.2,67,5m circle,Bonus under 30% HP,180 threat,PvP coefficient 0.85,Server-authoritative hit validation
