skill_id,name,unlock_level,type,rank,description,power_coefficient,cooldown_s,resource_cost,hitbox,cc_status,threat,pvp_rule,implementation_note
SKL_KNI_007,Counter Bastion,20,Active,3,Block counter,2.2,13.3,19,2m frontal,Knockback 0.8m,170 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_007,Counter Bastion,20,Active,4,Block counter,2.39,13.0,20,2m frontal,Knockback 0.8m,170 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_007,Counter Bastion,20,Active,5,Block counter,2.59,12.6,20,2m frontal,Knockback 0.8m,170 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_008,Lionheart Banner,26,Active,1,Defense aura,0.0,45.0,40,6m circle,"DEF +12%, Tenacity +15%",50 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_008,Lionheart Banner,26,Active,2,Defense aura,0.0,43.9,41,6m circle,"DEF +12%, Tenacity +15%",50 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_008,Lionheart Banner,26,Active,3,Defense aura,0.0,42.8,42,6m circle,"DEF +12%, Tenacity +15%",50 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_008,Lionheart Banner,26,Active,4,Defense aura,0.0,41.6,44,6m circle,"DEF +12%, Tenacity +15%",50 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_008,Lionheart Banner,26,Active,5,Defense aura,0.0,40.5,45,6m circle,"DEF +12%, Tenacity +15%",50 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_009,Hammer of Judgment,32,Active,1,AoE slam,2.0,20.0,45,4m circle,Slow 35% 4s,190 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_009,Hammer of Judgment,32,Active,2,AoE slam,2.22,19.5,46,4m circle,Slow 35% 4s,190 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_009,Hammer of Judgment,32,Active,3,AoE slam,2.44,19.0,48,4m circle,Slow 35% 4s,190 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_009,Hammer of Judgment,32,Active,4,AoE slam,2.66,18.5,49,4m circle,Slow 35% 4s,190 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_009,Hammer of Judgment,32,Active,5,AoE slam,2.88,18.0,50,4m circle,Slow 35% 4s,190 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_010,Sanctified Rampart,40,Active,1,Mass barrier,0.0,55.0,60,7m circle,Barrier + cleanse resist,120 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_010,Sanctified Rampart,40,Active,2,Mass barrier,0.0,53.6,62,7m circle,Barrier + cleanse resist,120 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_010,Sanctified Rampart,40,Active,3,Mass barrier,0.0,52.2,64,7m circle,Barrier + cleanse resist,120 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_010,Sanctified Rampart,40,Active,4,Mass barrier,0.0,50.9,65,7m circle,Barrier + cleanse resist,120 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_010,Sanctified Rampart,40,Active,5,Mass barrier,0.0,49.5,67,7m circle,Barrier + cleanse resist,120 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_011,Kings Challenge,52,Active,1,Boss taunt tool,0.0,35.0,50,Single target,Threat lock 5s,Top threat +25%,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_011,Kings Challenge,52,Active,2,Boss taunt tool,0.0,34.1,52,Single target,Threat lock 5s,Top threat +25%,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_011,Kings Challenge,52,Active,3,Boss taunt tool,0.0,33.2,53,Single target,Threat lock 5s,Top threat +25%,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_011,Kings Challenge,52,Active,4,Boss taunt tool,0.0,32.4,55,Single target,Threat lock 5s,Top threat +25%,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_011,Kings Challenge,52,Active,5,Boss taunt tool,0.0,31.5,56,Single target,Threat lock 5s,Top threat +25%,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_012,Last Bastion,70,Ultimate,1,Cheat death,0.0,180.0,0,Self,Cannot die 5s,0 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_012,Last Bastion,70,Ultimate,2,Cheat death,0.0,175.5,0,Self,Cannot die 5s,0 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_012,Last Bastion,70,Ultimate,3,Cheat death,0.0,171.0,0,Self,Cannot die 5s,0 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_012,Last Bastion,70,Ultimate,4,Cheat death,0.0,166.5,0,Self,Cannot die 5s,0 threat,PvP coefficient 0.85,Server-authoritative hit validation
SKL_KNI_012,Last Bastion,70,Ultimate,5,Cheat death,0.0,162.0,0,Self,Cannot die 5s,0 threat,PvP coefficient 0.85,Server-authoritative hit validation
