item_id,name,class_restriction,slot,rarity,required_level,attack,defense,affix_pool,asset_key
ITM_0163,Rare Assassin Cape,Assassin,Cape,Rare,35,0,145,Assassin armor affix pool,Armor_Assassin_Cape_3
ITM_0164,Rare Assassin Necklace,Assassin,Necklace,Rare,35,0,145,Assassin armor affix pool,Armor_Assassin_Necklace_3
ITM_0165,Rare Assassin Ring,Assassin,Ring,Rare,35,0,145,Assassin armor affix pool,Armor_Assassin_Ring_3
ITM_0166,Umbral Fang Epic,Assassin,MainHand,Epic,52,355,0,Assassin weapon affix pool,WeaponModel_Assassin_1
ITM_0167,Nightglass Dagger Epic,Assassin,MainHand,Epic,55,370,0,Assassin weapon affix pool,WeaponModel_Assassin_2
ITM_0168,Kingslayer Knife Epic,Assassin,MainHand,Epic,58,385,0,Assassin weapon affix pool,WeaponModel_Assassin_3
ITM_0169,Epic Assassin Head,Assassin,Head,Epic,52,0,211,Assassin armor affix pool,Armor_Assassin_Head_4
ITM_0170,Epic Assassin Chest,Assassin,Chest,Epic,52,0,211,Assassin armor affix pool,Armor_Assassin_Chest_4
ITM_0171,Epic Assassin Gloves,Assassin,Gloves,Epic,52,0,211,Assassin armor affix pool,Armor_Assassin_Gloves_4
ITM_0172,Epic Assassin Legs,Assassin,Legs,Epic,52,0,211,Assassin armor affix pool,Armor_Assassin_Legs_4
ITM_0173,Epic Assassin Boots,Assassin,Boots,Epic,52,0,211,Assassin armor affix pool,Armor_Assassin_Boots_4
ITM_0174,Epic Assassin Cape,Assassin,Cape,Epic,52,0,211,Assassin armor affix pool,Armor_Assassin_Cape_4
ITM_0175,Epic Assassin Necklace,Assassin,Necklace,Epic,52,0,211,Assassin armor affix pool,Armor_Assassin_Necklace_4
ITM_0176,Epic Assassin Ring,Assassin,Ring,Epic,52,0,211,Assassin armor affix pool,Armor_Assassin_Ring_4
ITM_0177,Umbral Fang Legendary,Assassin,MainHand,Legendary,69,465,0,Assassin weapon affix pool,WeaponModel_Assassin_1
ITM_0178,Nightglass Dagger Legendary,Assassin,MainHand,Legendary,72,480,0,Assassin weapon affix pool,WeaponModel_Assassin_2
ITM_0179,Kingslayer Knife Legendary,Assassin,MainHand,Legendary,75,495,0,Assassin weapon affix pool,WeaponModel_Assassin_3
ITM_0180,Legendary Assassin Head,Assassin,Head,Legendary,69,0,277,Assassin armor affix pool,Armor_Assassin_Head_5
ITM_0181,Legendary Assassin Chest,Assassin,Chest,Legendary,69,0,277,Assassin armor affix pool,Armor_Assassin_Chest_5
ITM_0182,Legendary Assassin Gloves,Assassin,Gloves,Legendary,69,0,277,Assassin armor affix pool,Armor_Assassin_Gloves_5
ITM_0183,Legendary Assassin Legs,Assassin,Legs,Legendary,69,0,277,Assassin armor affix pool,Armor_Assassin_Legs_5
ITM_0184,Legendary Assassin Boots,Assassin,Boots,Legendary,69,0,277,Assassin armor affix pool,Armor_Assassin_Boots_5
ITM_0185,Legendary Assassin Cape,Assassin,Cape,Legendary,69,0,277,Assassin armor affix pool,Armor_Assassin_Cape_5
ITM_0186,Legendary Assassin Necklace,Assassin,Necklace,Legendary,69,0,277,Assassin armor affix pool,Armor_Assassin_Necklace_5
ITM_0187,Legendary Assassin Ring,Assassin,Ring,Legendary,69,0,277,Assassin armor affix pool,Armor_Assassin_Ring_5
ITM_0188,Umbral Fang Mythic,Assassin,MainHand,Mythic,86,575,0,Assassin weapon affix pool,WeaponModel_Assassin_1
ITM_0189,Nightglass Dagger Mythic,Assassin,MainHand,Mythic,89,590,0,Assassin weapon affix pool,WeaponModel_Assassin_2
ITM_0190,Kingslayer Knife Mythic,Assassin,MainHand,Mythic,92,605,0,Assassin weapon affix pool,WeaponModel_Assassin_3
ITM_0191,Mythic Assassin Head,Assassin,Head,Mythic,86,0,343,Assassin armor affix pool,Armor_Assassin_Head_6
ITM_0192,Mythic Assassin Chest,Assassin,Chest,Mythic,86,0,343,Assassin armor affix pool,Armor_Assassin_Chest_6
ITM_0193,Mythic Assassin Gloves,Assassin,Gloves,Mythic,86,0,343,Assassin armor affix pool,Armor_Assassin_Gloves_6
ITM_0194,Mythic Assassin Legs,Assassin,Legs,Mythic,86,0,343,Assassin armor affix pool,Armor_Assassin_Legs_6
ITM_0195,Mythic Assassin Boots,Assassin,Boots,Mythic,86,0,343,Assassin armor affix pool,Armor_Assassin_Boots_6
ITM_0196,Mythic Assassin Cape,Assassin,Cape,Mythic,86,0,343,Assassin armor affix pool,Armor_Assassin_Cape_6
ITM_0197,Mythic Assassin Necklace,Assassin,Necklace,Mythic,86,0,343,Assassin armor affix pool,Armor_Assassin_Necklace_6
ITM_0198,Mythic Assassin Ring,Assassin,Ring,Mythic,86,0,343,Assassin armor affix pool,Armor_Assassin_Ring_6
ITM_0199,Whisperleaf Bow Common,Ranger,MainHand,Common,1,25,0,Ranger weapon affix pool,WeaponModel_Ranger_1
ITM_0200,Stormfeather Recurve Common,Ranger,MainHand,Common,4,40,0,Ranger weapon affix pool,WeaponModel_Ranger_2
ITM_0201,Skyhunter Crossbow Common,Ranger,MainHand,Common,7,55,0,Ranger weapon affix pool,WeaponModel_Ranger_3
ITM_0202,Common Ranger Head,Ranger,Head,Common,1,0,13,Ranger armor affix pool,Armor_Ranger_Head_1
ITM_0203,Common Ranger Chest,Ranger,Chest,Common,1,0,13,Ranger armor affix pool,Armor_Ranger_Chest_1
ITM_0204,Common Ranger Gloves,Ranger,Gloves,Common,1,0,13,Ranger armor affix pool,Armor_Ranger_Gloves_1
ITM_0205,Common Ranger Legs,Ranger,Legs,Common,1,0,13,Ranger armor affix pool,Armor_Ranger_Legs_1
ITM_0206,Common Ranger Boots,Ranger,Boots,Common,1,0,13,Ranger armor affix pool,Armor_Ranger_Boots_1
ITM_0207,Common Ranger Cape,Ranger,Cape,Common,1,0,13,Ranger armor affix pool,Armor_Ranger_Cape_1
ITM_0208,Common Ranger Necklace,Ranger,Necklace,Common,1,0,13,Ranger armor affix pool,Armor_Ranger_Necklace_1
ITM_0209,Common Ranger Ring,Ranger,Ring,Common,1,0,13,Ranger armor affix pool,Armor_Ranger_Ring_1
ITM_0210,Whisperleaf Bow Uncommon,Ranger,MainHand,Uncommon,18,135,0,Ranger weapon affix pool,WeaponModel_Ranger_1
ITM_0211,Stormfeather Recurve Uncommon,Ranger,MainHand,Uncommon,21,150,0,Ranger weapon affix pool,WeaponModel_Ranger_2
ITM_0212,Skyhunter Crossbow Uncommon,Ranger,MainHand,Uncommon,24,165,0,Ranger weapon affix pool,WeaponModel_Ranger_3
ITM_0213,Uncommon Ranger Head,Ranger,Head,Uncommon,18,0,79,Ranger armor affix pool,Armor_Ranger_Head_2
ITM_0214,Uncommon Ranger Chest,Ranger,Chest,Uncommon,18,0,79,Ranger armor affix pool,Armor_Ranger_Chest_2
ITM_0215,Uncommon Ranger Gloves,Ranger,Gloves,Uncommon,18,0,79,Ranger armor affix pool,Armor_Ranger_Gloves_2
ITM_0216,Uncommon Ranger Legs,Ranger,Legs,Uncommon,18,0,79,Ranger armor affix pool,Armor_Ranger_Legs_2
ITM_0217,Uncommon Ranger Boots,Ranger,Boots,Uncommon,18,0,79,Ranger armor affix pool,Armor_Ranger_Boots_2
ITM_0218,Uncommon Ranger Cape,Ranger,Cape,Uncommon,18,0,79,Ranger armor affix pool,Armor_Ranger_Cape_2
